Churn,TotalCharges,MonthlyCharges,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Has_InternetService,DSL,Fiber_optic,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure_Group_0-12 Mts.,Tenure_Group_12-24 Mts.,Tenure_Group_24-48 Mts.,Tenure_Group_48-60 Mts.,Tenure_Group_grt_60 Mts.,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Month-to-month,Contract_One year,Contract_Two year
0,7308.95,104.8,1,1,1,0,70,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
0,4555.2,70.95,1,1,1,0,65,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
0,44.95,44.95,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,6982.5,97.65,0,0,1,0,70,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
0,1025.15,35.65,0,1,1,1,29,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
1,90.55,90.55,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
0,5714.2,85.25,0,0,0,0,67,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1
0,19.5,19.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1,2274.35,88.8,0,0,0,0,26,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,789.55,25.1,0,0,1,1,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,4834.0,100.05,0,0,1,0,48,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
0,3131.8,55.7,0,0,1,1,55,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,602.55,85.2,1,0,0,0,7,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
0,3369.25,91.15,1,0,0,0,37,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,2674.15,83.85,0,0,1,0,31,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,199.75,45.9,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1790.8,25.1,1,0,1,1,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,449.75,91.4,1,1,0,0,5,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
0,19.7,19.7,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,1400.3,91.5,0,1,0,0,15,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
0,411.6,51.3,1,0,1,1,8,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0,741.0,21.1,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,5841.35,104.75,0,1,0,0,56,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1,4512.7,106.15,1,0,1,0,42,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,5688.45,85.75,1,1,1,1,65,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,31.9,20.3,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,6674.65,100.75,1,1,1,0,65,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
0,1345.75,74.15,0,0,0,0,18,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1843.05,78.55,0,0,0,0,23,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
1,196.95,45.3,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,1433.8,19.85,1,0,1,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,214.55,50.7,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,865.85,45.0,1,0,0,0,19,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,1358.6,77.8,0,0,0,0,18,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0,3147.15,83.45,0,1,1,0,38,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1,131.05,73.25,1,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0,4535.85,94.8,1,0,0,0,47,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1078.75,20.1,0,0,1,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,542.4,59.9,1,0,0,0,9,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
0,2312.55,90.1,0,0,1,0,26,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1,415.05,51.05,1,0,1,1,8,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,3250.45,70.95,1,0,1,0,44,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0,98.5,29.2,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,87.9,46.6,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,754.65,85.35,0,0,1,1,9,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,75.35,75.35,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1952.25,74.3,1,0,0,0,25,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,153.8,69.3,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1,3198.6,75.2,1,0,0,0,43,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1,20.9,20.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,5610.15,94.3,0,0,1,0,58,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
0,4519.5,76.45,0,0,1,1,59,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,2440.25,54.0,1,0,0,0,44,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0
0,6860.6,104.25,1,0,0,0,66,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
0,1377.7,19.95,1,0,1,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,190.25,24.95,1,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1651.95,84.75,1,0,0,0,19,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,78.3,19.75,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,7939.25,113.65,0,0,0,0,70,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
0,44.9,44.9,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,576.7,75.25,0,0,0,0,8,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1279.0,24.6,1,0,0,0,53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1260.7,25.0,1,1,0,0,51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,267.35,20.95,1,0,1,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,6586.85,110.6,1,0,1,1,60,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
0,934.15,55.5,1,0,0,0,17,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,123.65,43.3,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1,7534.65,109.5,1,0,1,0,70,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
0,19.45,19.45,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,3645.6,84.85,1,1,0,0,43,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,314.45,19.6,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,3053.0,53.45,0,0,1,1,57,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,677.05,19.8,1,0,1,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,7965.95,112.1,0,0,1,0,72,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,906.85,84.8,0,1,0,0,11,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
1,4888.7,95.05,0,1,1,0,50,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1,237.25,50.35,1,1,0,0,5,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,74.6,74.6,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,342.4,19.7,1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,140.1,74.2,1,1,1,0,2,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1108.0,69.0,0,0,0,0,17,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,295.55,19.35,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,892.65,59.45,0,0,0,0,15,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
0,198.25,19.8,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1,4822.85,105.2,0,0,0,1,46,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
0,6741.15,109.2,1,0,1,1,64,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
0,79.15,79.15,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,1355.45,53.65,1,0,1,1,25,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,7209.0,100.2,1,0,1,1,71,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,438.4,45.15,1,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,7726.35,108.65,0,0,1,1,72,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1
0,2070.75,40.65,0,0,1,0,49,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1636.95,55.35,1,0,1,1,29,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
0,7581.5,105.6,1,0,1,0,72,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,3019.5,93.8,1,0,1,0,31,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,4729.75,95.7,0,0,0,0,50,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
0,6126.1,83.2,1,0,1,0,71,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0,6333.4,90.05,1,1,1,0,70,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0,6687.85,97.65,1,0,0,0,71,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,4158.25,68.05,1,0,1,1,61,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
1,3183.4,96.2,1,0,0,0,32,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1,79.6,79.6,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
0,7149.35,102.1,1,0,0,0,68,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
0,1429.65,23.4,1,0,0,0,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,472.65,71.05,0,0,0,1,7,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1,1734.5,85.25,1,0,0,0,20,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,113.5,19.45,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1884.65,59.45,0,1,0,0,33,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0
0,2568.15,92.2,1,0,1,1,28,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,470.0,19.85,1,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,278.4,43.9,1,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,2088.8,80.5,1,0,0,0,26,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1,502.6,89.8,1,1,0,0,5,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
0,2595.85,90.5,1,1,0,0,30,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
0,5825.5,90.45,1,0,0,0,63,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,50.75,50.75,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,4449.75,84.6,0,0,0,1,53,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
1,1208.35,89.65,0,0,1,1,14,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
0,1956.4,99.15,0,0,0,0,21,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
0,310.6,19.95,1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,290.55,20.5,1,0,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,2096.1,62.1,0,0,0,0,35,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,2665.0,79.5,0,1,0,0,32,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,543.8,19.55,0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,20.35,20.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,3005.8,51.7,1,0,0,0,59,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
0,1623.15,23.3,0,0,1,1,72,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
1,2498.4,65.4,1,0,0,0,36,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
0,2586.0,65.1,0,0,0,0,40,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,3292.3,81.2,1,0,1,1,40,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1,651.4,72.9,0,0,0,1,9,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
0,4674.55,74.5,1,0,1,1,63,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,232.35,80.5,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,2448.5,60.3,1,0,1,1,40,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,658.1,75.0,1,0,1,0,8,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,3128.8,90.15,1,1,1,0,34,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,223.45,40.0,1,0,0,0,5,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,919.4,99.45,1,1,0,0,9,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
0,653.95,69.05,1,0,1,0,9,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
0,1825.5,59.7,1,0,1,1,31,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,943.1,19.85,0,0,1,0,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
1,181.65,86.25,0,0,0,0,2,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1,45.65,45.65,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1,551.35,70.1,1,0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,359.4,40.75,0,0,0,0,9,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1,115.95,70.2,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,165.2,55.35,0,0,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,2338.35,95.7,1,0,1,0,25,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
0,46.3,46.3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,3541.1,81.3,0,0,1,1,45,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1,4146.05,84.2,1,1,1,1,51,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
0,1087.25,20.0,0,0,1,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,2522.4,66.15,0,0,0,0,38,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,81.0,45.85,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,717.3,19.6,1,0,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1734.2,49.8,1,0,0,0,34,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
0,7069.3,101.75,0,0,1,0,70,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
0,742.9,55.15,0,0,0,0,13,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,3017.65,75.25,1,0,0,0,39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,6423.0,103.95,0,0,0,0,61,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
1,1164.3,100.15,0,0,0,0,12,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0
0,4220.35,99.65,1,0,0,0,41,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
0,1558.7,73.7,1,0,0,0,21,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,2743.45,50.05,1,1,0,0,55,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
0,4055.5,60.25,1,0,1,0,69,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
1,2710.25,105.75,1,1,1,1,26,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,6055.55,87.3,0,1,1,0,69,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,810.7,48.35,0,1,1,0,18,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0
0,2538.2,54.25,1,0,1,1,47,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,6129.2,85.3,0,0,1,1,72,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,1750.85,50.0,1,1,1,0,33,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1,36.55,24.4,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,6652.45,90.95,0,0,1,1,72,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0,2575.45,72.25,1,1,1,0,37,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
0,6019.35,96.1,0,1,1,1,62,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
0,1379.6,19.85,0,0,1,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1284.2,55.3,1,0,0,1,23,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0,296.15,20.1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,653.25,69.5,1,0,0,0,9,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
0,412.6,25.15,1,0,1,1,17,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1,85.5,20.95,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1,49.55,49.55,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,1928.7,79.65,0,0,1,0,24,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,71.25,71.25,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,7845.8,113.8,1,1,0,0,72,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,1750.7,24.55,0,0,1,0,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,216.2,19.7,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1,178.5,20.25,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1,115.1,50.15,0,1,1,0,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,6029.0,100.5,0,1,1,0,60,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
1,2745.2,95.9,1,1,1,0,29,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,3721.9,74.45,0,0,0,0,49,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1
0,3121.1,104.1,0,1,0,0,30,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
0,990.45,19.05,0,0,1,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,1004.35,25.0,1,0,0,1,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,157.65,19.05,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,3219.75,81.9,1,0,0,0,39,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,572.85,69.7,1,1,0,0,8,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
0,4554.85,90.15,0,0,1,1,51,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
